Close,High,Low,Open,Volume,Ticker
0.7711488008499146,0.8322758604832294,0.7612741383785483,0.8144080813269432,512377600,AAPL
0.7824332118034363,0.8318057242468626,0.7749102926651642,0.7805524694628402,778321600,AAPL
0.7147228121757507,0.8050037798309092,0.7147228121757507,0.7984212059086991,767972800,AAPL
0.7485784888267517,0.759863747898158,0.7184851510326266,0.7260080711321768,460734400,AAPL
0.7354122400283813,0.7692670492948622,0.7128418314603423,0.7673863074744388,505064000,AAPL
0.6977953314781189,0.7476380417018296,0.6808679473977438,0.7217763405385411,441548800,AAPL
0.6559464931488037,0.7184849454334651,0.6507736112775433,0.7147226075382266,976068800,AAPL
0.7278885245323181,0.7429352136018011,0.6959144546539612,0.7108431673068488,1032684800,AAPL
0.755631148815155,0.769267246196933,0.7476380317005068,0.7523398623429992,390376000,AAPL
0.781963050365448,0.7974807439105651,0.7556311513290321,0.7598636376640175,459177600,AAPL
0.801712155342102,0.8181693868048941,0.7777311531361,0.7946585826022693,597643200,AAPL
0.8539057970046997,0.9140924476788619,0.8539057970046997,0.8689524345611912,1831132800,AAPL
0.83744877576828,0.8595482396278395,0.828984656550477,0.8595482396278395,495924800,AAPL
0.799361526966095,0.8482629891056285,0.7908973574504491,0.8158187135822018,440876800,AAPL
0.8445016145706177,0.8510850927660846,0.7702085884413209,0.7899571145111333,497145600,AAPL
0.8289847373962402,0.8590781252555055,0.8256935006771707,0.8275741930240337,367158400,AAPL
0.8275741338729858,0.8501446000592142,0.8050037179108727,0.8186398162695369,340144000,AAPL
0.7645654678344727,0.8341567045687064,0.7570425483368992,0.8139380328600893,423348800,AAPL
0.7805522680282593,0.7814926640679287,0.7109611028010431,0.7598634547073341,701680000,AAPL
0.754220724105835,0.7899571461895342,0.7523400316050076,0.7824333717037696,318035200,AAPL
0.7434055209159851,0.7683268748743624,0.7297693737588272,0.7579828678909191,464195200,AAPL
0.7772613167762756,0.7843148923422115,0.7542206511213999,0.754690849313168,475193600,AAPL
0.8125275373458862,0.8275741808296871,0.7796122074171998,0.7819631481523153,425320000,AAPL
0.8581375479698181,0.8595481422688019,0.7970104891870416,0.8125273780446204,441067200,AAPL
0.8642509579658508,0.8736545195976944,0.8369786604481686,0.8576674804308925,408643200,AAPL
0.8473223447799683,0.8811780084506999,0.8459118511700028,0.8586075994862784,299364800,AAPL
0.8539057970046997,0.8567268845962352,0.8275738548242019,0.8492039173866763,302982400,AAPL
0.8181695938110352,0.8586077874870508,0.8144081092805143,0.85484630295653,212251200,AAPL
0.8713034391403198,0.8717736372089983,0.8172291042950475,0.8224011323781965,367539200,AAPL
0.8952844142913818,0.9023379877714219,0.866601629938005,0.8670718279907252,485744000,AAPL
0.8586079478263855,0.8887021399995252,0.8435613037568944,0.8858802476009524,378246400,AAPL
0.8642509579658508,0.8689527387817726,0.8510850073782482,0.8666018483738117,289497600,AAPL
0.8369786143302917,0.8680122946114499,0.8341566720966156,0.8623701177639375,233441600,AAPL
0.856256902217865,0.8797677125033763,0.8026527087928607,0.8285144594794128,422296000,AAPL
0.8745949268341064,0.8952846511086237,0.8350970745793141,0.8519073876601558,473099200,AAPL
0.8667189478874207,0.8962250123880106,0.8407400727146331,0.8825888639929843,376432000,AAPL
0.8303951621055603,0.8802379218373516,0.8285144700297118,0.8637806859070585,249144000,AAPL
0.8520252108573914,0.8651911600169464,0.8153485018760459,0.828514451035601,328328000,AAPL
0.8623702526092529,0.8821187786975756,0.8468526064564359,0.8543762801992969,368961600,AAPL
0.9803925156593323,0.9935584635187414,0.8915229702975842,0.8919931683713902,1077003200,AAPL
0.9178553223609924,0.9625252665121347,0.9079806556604708,0.9554724927949279,311259200,AAPL
0.9629947543144226,0.9647584237556776,0.9028081032447927,0.9394839497950762,323366400,AAPL
0.9455973505973816,0.9714590480958204,0.9404244686773596,0.9479482405048768,210560000,AAPL
0.9244371056556702,0.9587629589722768,0.9112711625317312,0.9512391898082351,273011200,AAPL
0.9178553223609924,0.9324318716890722,0.8919936118579062,0.9244378977706174,271230400,AAPL
0.919735848903656,0.9404246688865641,0.8896424628065063,0.9093909868951605,276718400,AAPL
0.9460678696632385,0.9625251090816409,0.9103313978564231,0.915504281531571,248606400,AAPL
0.912682294845581,0.9517099493440399,0.8990461457698755,0.9187954739031221,303956800,AAPL
0.8595482110977173,0.9347824242733572,0.8576674185484664,0.9119768603555605,428579200,AAPL
0.8745949268341064,0.9046891168916918,0.8586078874681702,0.8698931459596193,443609600,AAPL
0.9145629405975342,0.9178550308428365,0.8614289415444023,0.8825888631476294,378100800,AAPL
0.9404245615005493,0.9404245615005493,0.8999863180125014,0.903748706538671,305043200,AAPL
0.9253779649734497,0.9498290718497837,0.9206760840196484,0.929140253232644,204489600,AAPL
1.0151890516281128,1.0288251034561553,0.9150342036652638,0.9220869771566476,524328000,AAPL
1.0847800970077515,1.0861914953282918,0.9897973394444826,0.9989667576845034,567996800,AAPL
1.063151240348816,1.1313319176522383,1.0532765715935635,1.0683232219118863,562564800,AAPL
1.0434012413024902,1.0828990876948785,1.019420233795881,1.0716138308784255,446913600,AAPL
1.0499846935272217,1.0890123446384343,1.0297651689666818,1.035408249800524,279182400,AAPL
1.0466934442520142,1.0683226599726734,1.0316458978141887,1.0325862941303814,202966400,AAPL
1.0227123498916626,1.0490442481613458,1.0068424351138094,1.0485741504902104,239836800,AAPL
0.9460678696632385,1.0358785442732446,0.9437168785098571,1.004844054773192,414400000,AAPL
1.0217719078063965,1.0325860612103532,0.947948201983715,0.9587632594215251,404633600,AAPL
